;Sentence #;Word;POS;Tag
51279;;President;NNP;I-per
51280;;Dick;NNP;I-per
51281;;Cheney;NNP;I-per
51282;;.;.;O
51283;Sentence: 2328;Concerns;NNS;O
51284;;that;IN;O
51285;;the;DT;O
51286;;Taleban;NNP;B-org
51287;;insurgents;NNS;O
51288;;could;MD;O
51289;;disrupt;VB;O
51290;;the;DT;O
51291;;opening;NN;O
51292;;of;IN;O
51293;;a;DT;O
51294;;landmark;NN;O
51295;;parliamentary;JJ;O
51296;;session;NN;O
51297;;were;VBD;O
51298;;heightened;VBN;O
51299;;after;IN;O
51300;;rebels;NNS;O
51301;;attacked;VBD;O
51302;;a;DT;O
51303;;police;NN;O
51304;;checkpoint;NN;O
51305;;near;IN;O
51306;;Kandahar;NNP;B-geo
51307;;overnight;RB;B-time
51308;;,;,;O
51309;;killing;VBG;O
51310;;three;CD;O
51311;;policemen;NNS;O
51312;;.;.;O
51313;Sentence: 2329;A;DT;O
51314;;Taleban;NNP;B-org
51315;;insurgent;NN;O
51316;;was;VBD;O
51317;;also;RB;O
51318;;killed;VBN;O
51319;;in;IN;O
51320;;the;DT;O
51321;;ambush;NN;O
51322;;.;.;O
51323;Sentence: 2330;Meanwhile;RB;O
51324;;,;,;O
51325;;France;NNP;B-geo
51326;;'s;POS;O
51327;;Defense;NNP;O
51328;;Minister;NNP;B-per
51329;;Michele;NNP;I-per
51330;;Alliot-Marie;NNP;I-per
51331;;,;,;O
51332;;visiting;VBG;O
51333;;Kabul;NNP;B-per
51334;;on;IN;O
51335;;Sunday;NNP;B-time
51336;;,;,;O
51337;;said;VBD;O
51338;;Paris;NNP;B-geo
51339;;will;MD;O
51340;;increase;VB;O
51341;;the;DT;O
51342;;number;NN;O
51343;;of;IN;O
51344;;its;PRP$;O
51345;;troops;NNS;O
51346;;in;IN;O
51347;;Afghanistan;NNP;B-geo
51348;;in;IN;O
51349;;2006;CD;B-time
51350;;when;WRB;O
51351;;NATO;NNP;B-org
51352;;expands;VBZ;O
51353;;operations;NNS;O
51354;;there;RB;O
51355;;.;.;O
51356;Sentence: 2331;Russian;JJ;B-gpe
51357;;Defense;NNP;B-per
51358;;Minister;NNP;I-per
51359;;Sergei;NNP;I-per
51360;;Ivanov;NNP;I-per
51361;;says;VBZ;O
51362;;Russia;NNP;B-geo
51363;;will;MD;O
51364;;soon;RB;O
51365;;begin;VB;O
51366;;testing;VBG;O
51367;;a;DT;O
51368;;new;JJ;O
51369;;intercontinental;JJ;O
51370;;ballistic;JJ;O
51371;;missile;NN;O
51372;;system;NN;O
51373;;.;.;O
51374;Sentence: 2332;The;DT;O
51375;;Russian;JJ;B-gpe
51376;;minister;NN;O
51377;;told;VBD;O
51378;;reporters;NNS;O
51379;;his;PRP$;O
51380;;country;NN;O
51381;;would;MD;O
51382;;develop;VB;O
51383;;weapons;NNS;O
51384;;based;VBN;O
51385;;on;IN;O
51386;;the;DT;O
51387;;Topol-M;JJ;O
51388;;mobile;JJ;O
51389;;missiles;NNS;O
51390;;and;CC;O
51391;;the;DT;O
51392;;sea-based;JJ;O
51393;;Bulava;NNP;B-org
51394;;system;NN;O
51395;;.;.;O
51396;Sentence: 2333;The;DT;O
51397;;Interfax;NNP;B-org
51398;;news;NN;O
51399;;agency;NN;O
51400;;quotes;VBZ;O
51401;;Mr.;NNP;B-per
51402;;Ivanov;NNP;I-per
51403;;as;IN;O
51404;;saying;VBG;O
51405;;Moscow;NNP;B-org
51406;;plans;VBZ;O
51407;;to;TO;O
51408;;produce;VB;O
51409;;nuclear;JJ;O
51410;;weapons;NNS;O
51411;;that;WDT;O
51412;;can;MD;O
51413;;penetrate;VB;O
51414;;any;DT;O
51415;;defense;NN;O
51416;;system;NN;O
51417;;.;.;O
51418;Sentence: 2334;Dutch;JJ;B-gpe
51419;;Prime;NNP;B-per
51420;;Minister;NNP;I-per
51421;;Jan;NNP;I-per
51422;;Peter;NNP;I-per
51423;;Balkenende;NNP;I-per
51424;;says;VBZ;O
51425;;a;DT;O
51426;;"""";``;O
51427;;no;DT;O
51428;;"""";``;O
51429;;vote;NN;O
51430;;in;IN;O
51431;;next;JJ;O
51432;;week;NN;O
51433;;'s;POS;O
51434;;referendum;NN;O
51435;;on;IN;O
51436;;the;DT;O
51437;;European;NNP;B-obj
51438;;Constitution;NNP;I-obj
51439;;would;MD;O
51440;;damage;VB;O
51441;;the;DT;O
51442;;country;NN;O
51443;;'s;POS;O
51444;;reputation;NN;O
51445;;as;IN;O
51446;;a;DT;O
51447;;champion;NN;O
51448;;of;IN;O
51449;;European;JJ;B-gpe
51450;;integration;NN;O
51451;;.;.;O
51452;Sentence: 2335;In;IN;O
51453;;an;DT;O
51454;;interview;NN;O
51455;;with;IN;O
51456;;Dutch;JJ;B-gpe
51457;;newspapers;NNS;O
51458;;Saturday;NNP;B-time
51459;;Mr.;NNP;B-per
51460;;Balkenende;NNP;I-per
51461;;said;VBD;O
51462;;European;JJ;O
51463;;leaders;NNS;O
51464;;currently;RB;O
51465;;view;VBP;O
51466;;the;DT;O
51467;;Netherlands;NNP;B-geo
51468;;as;IN;O
51469;;a;DT;O
51470;;country;NN;O
51471;;that;WDT;O
51472;;works;VBZ;O
51473;;"""";``;O
51474;;constructively;RB;O
51475;;and;CC;O
51476;;critically;RB;O
51477;;"""";``;O
51478;;with;IN;O
51479;;international;JJ;O
51480;;institutions;NNS;O
51481;;.;.;O
51482;Sentence: 2336;Reuters;NNP;B-org
51483;;news;NN;O
51484;;agency;NN;O
51485;;quotes;VBZ;O
51486;;the;DT;O
51487;;Netherlands;NNP;B-geo
51488;;leader;NN;O
51489;;as;IN;O
51490;;urging;VBG;O
51491;;voters;NNS;O
51492;;not;RB;O
51493;;to;TO;O
51494;;use;VB;O
51495;;the;DT;O
51496;;referendum;NN;O
51497;;as;IN;O
51498;;an;DT;O
51499;;opportunity;NN;O
51500;;to;TO;O
51501;;express;VB;O
51502;;discontent;NN;O
51503;;with;IN;O
51504;;Dutch;JJ;B-gpe
51505;;government;NN;O
51506;;policies;NNS;O
51507;;,;,;O
51508;;but;CC;O
51509;;to;TO;O
51510;;read;VB;O
51511;;the;DT;O
51512;;document;NN;O
51513;;and;CC;O
51514;;vote;NN;O
51515;;on;IN;O
51516;;its;PRP$;O
51517;;substance;NN;O
51518;;.;.;O
51519;Sentence: 2337;Latest;JJS;O
51520;;public;JJ;O
51521;;opinion;NN;O
51522;;polls;NNS;O
51523;;indicate;VBP;O
51524;;that;IN;O
51525;;more;JJR;O
51526;;than;IN;O
51527;;half;NN;O
51528;;of;IN;O
51529;;Dutch;JJ;B-gpe
51530;;citizens;NNS;O
51531;;plan;VBP;O
51532;;to;TO;O
51533;;vote;VB;O
51534;;against;IN;O
51535;;the;DT;O
51536;;treaty;NN;O
51537;;in;IN;O
51538;;the;DT;O
51539;;June;NNP;B-time
51540;;first;JJ;I-time
51541;;referendum;NN;O
51542;;.;.;O
51543;Sentence: 2338;Diabetics;NNS;O
51544;;have;VBP;O
51545;;a;DT;O
51546;;greater;JJR;O
51547;;than;IN;O
51548;;average;JJ;O
51549;;chance;NN;O
51550;;of;IN;O
51551;;having;VBG;O
51552;;a;DT;O
51553;;heart;NN;O
51554;;attack;NN;O
51555;;or;CC;O
51556;;stroke;NN;O
51557;;.;.;O
51558;Sentence: 2339;But;CC;O
51559;;new;JJ;O
51560;;research;NN;O
51561;;indicates;VBZ;O
51562;;that;IN;O
51563;;lowering;VBG;O
51564;;blood;NN;O
51565;;pressure;NN;O
51566;;and;CC;O
51567;;cholesterol;NN;O
51568;;below;IN;O
51569;;recommended;VBN;O
51570;;guidelines;NNS;O
51571;;seems;VBZ;O
51572;;to;TO;O
51573;;reduce;VB;O
51574;;these;DT;O
51575;;risks;NNS;O
51576;;.;.;O
51577;Sentence: 2340;VOA;NNP;B-org
51578;;'s;POS;O
51579;;Carol;NNP;B-per
51580;;Pearson;NNP;I-per
51581;;tells;VBZ;O
51582;;us;PRP;O
51583;;about;IN;O
51584;;the;DT;O
51585;;study;NN;O
51586;;.;.;O
51587;Sentence: 2341;U.S.;NNP;B-geo
51588;;presidential;JJ;O
51589;;candidates;NNS;O
51590;;John;NNP;B-per
51591;;McCain;NNP;I-per
51592;;and;CC;O
51593;;Barack;NNP;B-per
51594;;Obama;NNP;I-per
51595;;have;VBP;O
51596;;responded;VBN;O
51597;;cautiously;RB;O
51598;;to;TO;O
51599;;North;NNP;B-geo
51600;;Korea;NNP;I-geo
51601;;'s;POS;O
51602;;declaration;NN;O
51603;;of;IN;O
51604;;its;PRP$;O
51605;;nuclear;JJ;O
51606;;activities;NNS;O
51607;;.;.;O
51608;Sentence: 2342;Senator;NNP;B-per
51609;;McCain;NNP;I-per
51610;;Thursday;NNP;B-time
51611;;called;VBD;O
51612;;the;DT;O
51613;;declaration;NN;O
51614;;"""";``;O
51615;;a;DT;O
51616;;modest;JJ;O
51617;;step;NN;O
51618;;forward;RB;O
51619;;,;,;O
51620;;"""";``;O
51621;;but;CC;O
51622;;said;VBD;O
51623;;it;PRP;O
51624;;was;VBD;O
51625;;only;RB;O
51626;;a;DT;O
51627;;step;NN;O
51628;;covering;VBG;O
51629;;one;CD;O
51630;;part;NN;O
51631;;of;IN;O
51632;;North;NNP;B-geo
51633;;Korea;NNP;I-geo
51634;;'s;POS;O
51635;;activities;NNS;O
51636;;.;.;O
51637;Sentence: 2343;He;PRP;O
51638;;said;VBD;O
51639;;the;DT;O
51640;;expected;VBN;O
51641;;destruction;NN;O
51642;;of;IN;O
51643;;a;DT;O
51644;;nuclear;JJ;O
51645;;cooling;NN;O
51646;;tower;NN;O
51647;;Friday;NNP;B-time
51648;;would;MD;O
51649;;be;VB;O
51650;;another;DT;O
51651;;step;NN;O
51652;;,;,;O
51653;;but;CC;O
51654;;said;VBD;O
51655;;it;PRP;O
51656;;is;VBZ;O
51657;;important;JJ;O
51658;;to;TO;O
51659;;remember;VB;O
51660;;that;IN;O
51661;;the;DT;O
51662;;goal;NN;O
51663;;is;VBZ;O
51664;;a;DT;O
51665;;full;JJ;O
51666;;,;,;O
51667;;permanent;JJ;O
51668;;,;,;O
51669;;and;CC;O
51670;;verifiable;JJ;O
51671;;denuclearization;NN;O
51672;;of;IN;O
51673;;the;DT;O
51674;;Korean;JJ;B-geo
51675;;Peninsula;NNP;I-geo
51676;;.;.;O
51677;Sentence: 2344;Senator;NNP;B-per
51678;;Obama;NNP;I-per
51679;;said;VBD;O
51680;;critical;JJ;O
51681;;questions;NNS;O
51682;;about;IN;O
51683;;North;NNP;B-geo
51684;;Korea;NNP;I-geo
51685;;'s;POS;O
51686;;nuclear;JJ;O
51687;;program;NN;O
51688;;remain;VBP;O
51689;;unanswered;JJ;O
51690;;.;.;O
51691;Sentence: 2345;He;PRP;O
51692;;said;VBD;O
51693;;sanctions;NNS;O
51694;;against;IN;O
51695;;the;DT;O
51696;;country;NN;O
51697;;are;VBP;O
51698;;an;DT;O
51699;;important;JJ;O
51700;;part;NN;O
51701;;of;IN;O
51702;;leverage;NN;O
51703;;to;TO;O
51704;;pressure;VB;O
51705;;North;NNP;B-geo
51706;;Korea;NNP;I-geo
51707;;to;TO;O
51708;;act;VB;O
51709;;.;.;O
51710;Sentence: 2346;President;NNP;B-per
51711;;George;NNP;I-per
51712;;Bush;NNP;I-per
51713;;promised;VBD;O
51714;;to;TO;O
51715;;lift;VB;O
51716;;trade;NN;O
51717;;restrictions;NNS;O
51718;;now;RB;O
51719;;that;IN;O
51720;;North;NNP;B-geo
51721;;Korea;NNP;I-geo
51722;;submitted;VBD;O
51723;;the;DT;O
51724;;declaration;NN;O
51725;;.;.;O
51726;Sentence: 2347;Sales;NNS;O
51727;;of;IN;O
51728;;new;JJ;O
51729;;homes;NNS;O
51730;;in;IN;O
51731;;the;DT;O
51732;;United;NNP;B-geo
51733;;States;NNPS;I-geo
51734;;declined;VBD;O
51735;;42741;CD;O
51736;;percent;NN;O
51737;;in;IN;O
51738;;May;NNP;B-time
51739;;,;,;O
51740;;evidence;NN;O
51741;;that;IN;O
51742;;the;DT;O
51743;;slump;NN;O
51744;;in;IN;O
51745;;the;DT;O
51746;;housing;NN;O
51747;;market;NN;O
51748;;is;VBZ;O
51749;;continuing;VBG;O
51750;;for;IN;O
51751;;a;DT;O
51752;;second;JJ;B-time
51753;;year;NN;O
51754;;.;.;O
51755;Sentence: 2348;Tuesday;NNP;B-time
51756;;'s;POS;O
51757;;report;NN;O
51758;;from;IN;O
51759;;the;DT;O
51760;;Commerce;NNP;B-org
51761;;Department;NNP;I-org
51762;;showed;VBD;O
51763;;that;IN;O
51764;;if;IN;O
51765;;sales;NNS;O
51766;;continued;VBD;O
51767;;at;IN;O
51768;;May;NNP;B-time
51769;;'s;POS;O
51770;;pace;NN;O
51771;;for;IN;O
51772;;a;DT;O
51773;;year;NN;O
51774;;,;,;O
51775;;just;RB;O
51776;;9,15,000;CD;O
51777;;new;JJ;O
51778;;homes;NNS;O
51779;;would;MD;O
51780;;change;VB;O
51781;;hands;NNS;O
51782;;.;.;O
51783;Sentence: 2349;Analysts;NNS;O
51784;;blame;VBP;O
51785;;rising;VBG;O
51786;;interest;NN;O
51787;;rates;NNS;O
51788;;and;CC;O
51789;;a;DT;O
51790;;glut;NN;O
51791;;of;IN;O
51792;;unsold;JJ;O
51793;;homes;NNS;O
51794;;for;IN;O
51795;;the;DT;O
51796;;decline;NN;O
51797;;.;.;O
51798;Sentence: 2350;Besides;IN;O
51799;;the;DT;O
51800;;housing;NN;O
51801;;market;NN;O
51802;;,;,;O
51803;;consumers;NNS;O
51804;;tell;VBP;O
51805;;researchers;NNS;O
51806;;they;PRP;O
51807;;are;VBP;O
51808;;also;RB;O
51809;;worried;VBN;O
51810;;about;IN;O
51811;;jobs;NNS;O
51812;;and;CC;O
51813;;high;JJ;O
51814;;energy;NN;O
51815;;prices;NNS;O
51816;;.;.;O
51817;Sentence: 2351;A;DT;O
51818;;separate;JJ;O
51819;;report;NN;O
51820;;by;IN;O
51821;;a;DT;O
51822;;business;NN;O
51823;;group;NN;O
51824;;showed;VBD;O
51825;;consumer;NN;O
51826;;confidence;NN;O
51827;;declining;VBG;O
51828;;in;IN;O
51829;;June;NNP;B-time
51830;;(;LRB;O
51831;;by;IN;O
51832;;42831;CD;O
51833;;points;NNS;O
51834;;to;TO;O
51835;;a;DT;O
51836;;reading;NN;O
51837;;of;IN;O
51838;;103.9;CD;O
51839;;);RRB;O
51840;;.;.;O
51841;Sentence: 2352;Economists;NNS;O
51842;;track;VBP;O
51843;;consumer;NN;O
51844;;confidence;NN;O
51845;;for;IN;O
51846;;clues;NNS;O
51847;;about;IN;O
51848;;the;DT;O
51849;;consumer;NN;O
51850;;spending;NN;O
51851;;that;WDT;O
51852;;drives;VBZ;O
51853;;most;JJS;O
51854;;of;IN;O
51855;;the;DT;O
51856;;U.S.;NNP;B-geo
51857;;economy;NN;O
51858;;.;.;O
51859;Sentence: 2353;A;DT;O
51860;;U.S.;NNP;B-geo
51861;;federal;JJ;O
51862;;judge;NN;O
51863;;has;VBZ;O
51864;;awarded;VBN;O
51865;;more;JJR;O
51866;;than;IN;O
51867;;$;$;O
51868;;90;CD;O
51869;;million;CD;O
51870;;in;IN;O
51871;;Cuban;JJ;B-gpe
51872;;assets;NNS;O
51873;;to;TO;O
51874;;the;DT;O
51875;;families;NNS;O
51876;;of;IN;O
51877;;two;CD;O
51878;;men;NNS;O
51879;;executed;VBN;O
51880;;in;IN;O
51881;;Cuba;NNP;B-geo
51882;;in;IN;O
51883;;1961;CD;B-time
51884;;after;IN;O
51885;;the;DT;O
51886;;failed;VBN;O
51887;;Bay;NNP;B-geo
51888;;of;IN;I-geo
51889;;Pigs;NNP;I-geo
51890;;invasion;NN;O
51891;;attempt;NN;O
51892;;.;.;O
51893;Sentence: 2354;The;DT;O
51894;;ruling;NN;O
51895;;Friday;NNP;B-time
51896;;in;IN;O
51897;;the;DT;O
51898;;northeastern;JJ;O
51899;;state;NN;O
51900;;of;IN;O
51901;;New;NNP;B-geo
51902;;York;NNP;I-geo
51903;;ordered;VBD;O
51904;;a;DT;O
51905;;bank;NN;O
51906;;holding;VBG;O
51907;;frozen;JJ;O
51908;;Cuban;JJ;B-gpe
51909;;assets;NNS;O
51910;;to;TO;O
51911;;pay;VB;O
51912;;sums;NNS;O
51913;;to;TO;O
51914;;the;DT;O
51915;;families;NNS;O
51916;;of;IN;O
51917;;Howard;NNP;B-per
51918;;Anderson;NNP;I-per
51919;;and;CC;O
51920;;Thomas;NNP;B-per
51921;;Ray;NNP;I-per
51922;;,;,;O
51923;;both;DT;O
51924;;Americans;NNS;B-gpe
51925;;.;.;O
51926;Sentence: 2355;Anderson;NNP;B-per
51927;;was;VBD;O
51928;;arrested;VBN;O
51929;;and;CC;O
51930;;executed;VBN;O
51931;;in;IN;O
51932;;Cuba;NNP;B-geo
51933;;for;IN;O
51934;;counter-revolutionary;JJ;O
51935;;activities;NNS;O
51936;;,;,;O
51937;;while;IN;O
51938;;Ray;NNP;B-per
51939;;'s;POS;O
51940;;CIA;NNP;B-org
51941;;plane;NN;O
51942;;was;VBD;O
51943;;shot;VBN;O
51944;;down;RB;O
51945;;over;IN;O
51946;;Cuba;NNP;B-geo
51947;;.;.;O
51948;Sentence: 2356;Both;DT;O
51949;;men;NNS;O
51950;;were;VBD;O
51951;;executed;VBN;O
51952;;by;IN;O
51953;;the;DT;O
51954;;Cuban;JJ;B-gpe
51955;;government;NN;O
51956;;.;.;O
51957;Sentence: 2357;The;DT;O
51958;;families;NNS;O
51959;;of;IN;O
51960;;the;DT;O
51961;;men;NNS;O
51962;;sued;VBD;O
51963;;Cuba;NNP;B-geo
51964;;under;IN;O
51965;;a;DT;O
51966;;U.S.;NNP;B-geo
51967;;federal;JJ;O
51968;;law;NN;O
51969;;allowing;VBG;O
51970;;citizens;NNS;O
51971;;to;TO;O
51972;;bring;VB;O
51973;;lawsuits;NNS;O
51974;;against;IN;O
51975;;foreign;JJ;O
51976;;governments;NNS;O
51977;;in;IN;O
51978;;cases;NNS;O
51979;;of;IN;O
51980;;terrorism;NN;O
51981;;.;.;O
51982;Sentence: 2358;The;DT;O
51983;;Bay;NNP;B-geo
51984;;of;IN;O
51985;;Pigs;NNP;B-geo
51986;;invasion;NN;O
51987;;was;VBD;O
51988;;a;DT;O
51989;;CIA-backed;JJ;O
51990;;attempt;NN;O
51991;;by;IN;O
51992;;Cuban;JJ;B-gpe
51993;;exiles;NNS;O
51994;;to;TO;O
51995;;overthrow;VB;O
51996;;Fidel;NNP;B-per
51997;;Castro;NNP;I-per
51998;;.;.;O
51999;Sentence: 2359;Sales;NNS;O
52000;;of;IN;O
52001;;previously-owned;JJ;O
52002;;homes;NNS;O
52003;;in;IN;O
52004;;the;DT;O
52005;;United;NNP;B-geo
52006;;States;NNPS;I-geo
52007;;declined;VBD;O
52008;;in;IN;O
52009;;May;NNP;B-time
52010;;as;IN;O
52011;;higher;JJR;O
52012;;mortgage;NN;O
52013;;interest;NN;O
52014;;rates;NNS;O
52015;;cut;VBD;O
52016;;demand;NN;O
52017;;.;.;O
52018;Sentence: 2360;Tuesday;NNP;B-time
52019;;'s;POS;O
52020;;report;NN;O
52021;;from;IN;O
52022;;a;DT;O
52023;;business;NN;O
52024;;group;NN;O
52025;;,;,;O
52026;;the;DT;O
52027;;National;NNP;B-org
52028;;Association;NNP;I-org
52029;;of;IN;I-org
52030;;Realtors;NNPS;I-org
52031;;,;,;O
52032;;says;VBZ;O
52033;;re-sales;NNS;O
52034;;fell;VBD;O
52035;;more;JJR;O
52036;;than;IN;O
52037;;one;CD;O
52038;;percent;NN;O
52039;;.;.;O
52040;Sentence: 2361;If;IN;O
52041;;home;NN;O
52042;;sales;NNS;O
52043;;continued;VBD;O
52044;;at;IN;O
52045;;this;DT;O
52046;;rate;NN;O
52047;;for;IN;O
52048;;a;DT;O
52049;;full;JJ;O
52050;;year;NN;O
52051;;,;,;O
52052;;42893;CD;O
52053;;million;CD;O
52054;;homes;NNS;O
52055;;would;MD;O
52056;;change;VB;O
52057;;hands;NNS;O
52058;;.;.;O
52059;Sentence: 2362;Tuesday;NNP;B-time
52060;;'s;POS;O
52061;;report;NN;O
52062;;on;IN;O
52063;;existing;VBG;O
52064;;home;NN;O
52065;;sales;NNS;O
52066;;contrasts;VBZ;O
52067;;sharply;RB;O
52068;;with;IN;O
52069;;Monday;NNP;B-time
52070;;'s;POS;O
52071;;figures;NNS;O
52072;;on;IN;O
52073;;sales;NNS;O
52074;;of;IN;O
52075;;newly-built;JJ;O
52076;;homes;NNS;O
52077;;,;,;O
52078;;which;WDT;O
52079;;increased;VBD;O
52080;;.;.;O
52081;Sentence: 2363;But;CC;O
52082;;analysts;NNS;O
52083;;say;VBP;O
52084;;new;JJ;O
52085;;home;NN;O
52086;;sales;NNS;O
52087;;are;VBP;O
52088;;likely;JJ;O
52089;;to;TO;O
52090;;decline;VB;O
52091;;under;IN;O
52092;;pressure;NN;O
52093;;from;IN;O
52094;;rising;VBG;O
52095;;interest;NN;O
52096;;rates;NNS;O
52097;;.;.;O
52098;Sentence: 2364;U.S.;NNP;B-geo
52099;;central;JJ;O
52100;;bankers;NNS;O
52101;;are;VBP;O
52102;;expected;VBN;O
52103;;to;TO;O
52104;;announce;VB;O
52105;;another;DT;O
52106;;in;IN;O
52107;;a;DT;O
52108;;long;JJ;O
52109;;series;NN;O
52110;;of;IN;O
52111;;interest;NN;O
52112;;rate;NN;O
52113;;increases;NNS;O
52114;;later;RB;B-time
52115;;this;DT;O
52116;;week;NN;O
52117;;.;.;O
52118;Sentence: 2365;A;DT;O
52119;;separate;JJ;O
52120;;report;NN;O
52121;;said;VBD;O
52122;;U.S.;NNP;B-geo
52123;;consumer;NN;O
52124;;confidence;NN;O
52125;;increased;VBD;O
52126;;slightly;RB;O
52127;;this;DT;O
52128;;month;NN;O
52129;;.;.;O
52130;Sentence: 2366;Consumer;NN;O
52131;;confidence;NN;O
52132;;figures;NNS;O
52133;;give;VBP;O
52134;;experts;NNS;O
52135;;clues;NNS;O
52136;;about;IN;O
52137;;consumer;NN;O
52138;;spending;NN;O
52139;;,;,;O
52140;;which;WDT;O
52141;;drives;VBZ;O
52142;;most;RBS;O
52143;;U.S.;NNP;B-geo
52144;;economic;JJ;O
52145;;activity;NN;O
52146;;.;.;O
52147;Sentence: 2367;Russia;NNP;B-geo
52148;;'s;POS;O
52149;;state-owned;JJ;O
52150;;natural;JJ;O
52151;;gas;NN;O
52152;;firm;NN;O
52153;;Gazprom;NNP;B-org
52154;;has;VBZ;O
52155;;announced;VBN;O
52156;;plans;NNS;O
52157;;to;TO;O
52158;;buy;VB;O
52159;;a;DT;O
52160;;controlling;VBG;O
52161;;stake;NN;O
52162;;in;IN;O
52163;;the;DT;O
52164;;Russian;JJ;B-gpe
52165;;daily;JJ;O
52166;;Izvestia;NNP;B-geo
52167;;.;.;O
52168;Sentence: 2368;A;DT;O
52169;;spokesman;NN;O
52170;;for;IN;O
52171;;Gazprom;NNP;B-org
52172;;media;NNS;O
52173;;says;VBZ;O
52174;;negotiations;NNS;O
52175;;are;VBP;O
52176;;almost;RB;O
52177;;complete;JJ;O
52178;;,;,;O
52179;;with;IN;O
52180;;an;DT;O
52181;;announcement;NN;O
52182;;in;IN;O
52183;;coming;VBG;O
52184;;days;NNS;O
52185;;.;.;O
52186;Sentence: 2369;The;DT;O
52187;;Vedomosti;NNP;O
52188;;business;NN;O
52189;;daily;JJ;O
52190;;quotes;NNS;O
52191;;industry;NN;O
52192;;officials;NNS;O
52193;;as;IN;O
52194;;speculating;VBG;O
52195;;the;DT;O
52196;;deal;NN;O
52197;;could;MD;O
52198;;be;VB;O
52199;;worth;JJ;O
52200;;between;IN;O
52201;;$;$;O
52202;;10;CD;O
52203;;million;CD;O
52204;;to;TO;O
52205;;$;$;O
52206;;20;CD;O
52207;;million;CD;O
52208;;.;.;O
52209;Sentence: 2370;Critics;NNS;O
52210;;call;VBP;O
52211;;the;DT;O
52212;;move;NN;O
52213;;a;DT;O
52214;;Kremlin;NNP;B-org
52215;;effort;NN;O
52216;;to;TO;O
52217;;tighten;VB;O
52218;;its;PRP$;O
52219;;influence;NN;O
52220;;on;IN;O
52221;;the;DT;O
52222;;media;NNS;O
52223;;.;.;O
52224;Sentence: 2371;The;DT;O
52225;;government;NN;O
52226;;already;RB;O
52227;;controls;VBZ;O
52228;;national;JJ;O
52229;;television;NN;O
52230;;and;CC;O
52231;;radio;NN;O
52232;;networks;NNS;O
52233;;.;.;O
52234;Sentence: 2372;An;DT;O
52235;;editor;NN;O
52236;;at;IN;O
52237;;Izvestia;NNP;B-geo
52238;;resigned;VBD;O
52239;;last;JJ;O
52240;;year;NN;O
52241;;in;IN;O
52242;;what;WP;O
52243;;he;PRP;O
52244;;said;VBD;O
52245;;was;VBD;O
52246;;a;DT;O
52247;;dispute;NN;O
52248;;over;IN;O
52249;;the;DT;O
52250;;newspaper;NN;O
52251;;'s;POS;O
52252;;coverage;NN;O
52253;;of;IN;O
52254;;the;DT;O
52255;;Beslan;NNP;B-geo
52256;;school;NN;O
52257;;crisis;NN;O
52258;;in;IN;O
52259;;which;WDT;O
52260;;more;JJR;O
52261;;than;IN;O
52262;;330;CD;O
52263;;people;NNS;O
52264;;were;VBD;O
52265;;killed;VBN;O
52266;;.;.;O
52267;Sentence: 2373;He;PRP;O
52268;;said;VBD;O
52269;;he;PRP;O
52270;;was;VBD;O
52271;;forced;VBN;O
52272;;to;TO;O
52273;;resign;VB;O
52274;;over;IN;O
52275;;coverage;NN;O
52276;;the;DT;O
52277;;paper;NN;O
52278;;'s;POS;O
52279;;leadership;NN;O
52280;;deemed;VBD;O
52281;;too;RB;O
52282;;shocking;JJ;O
52283;;.;.;O
52284;Sentence: 2374;The;DT;O
52285;;newspaper;NN;O
52286;;printed;VBD;O
52287;;graphic;JJ;O
52288;;pictures;NNS;O
52289;;of;IN;O
52290;;the;DT;O
52291;;bloody;JJ;O
52292;;siege;NN;O
52293;;.;.;O
52294;Sentence: 2375;Some;DT;O
52295;;speculated;VBD;O
52296;;that;DT;O
52297;;coverage;NN;O
52298;;upset;VB;O
52299;;the;DT;O
52300;;Kremlin;NNP;B-org
52301;;.;.;O
52302;Sentence: 2376;Jennifer;NNP;B-per
52303;;Lopez;NNP;I-per
52304;;will;MD;O
52305;;come;VB;O
52306;;to;TO;O
52307;;your;PRP$;O
52308;;party;NN;O
52309;;-;IN;O
52310;;for;IN;O
52311;;a;DT;O
52312;;price;NN;O
52313;;.;.;O
52314;Sentence: 2377;Russian;JJ;B-gpe
52315;;banking;NN;O
52316;;tycoon;NN;O
52317;;Andrei;NNP;B-per
52318;;Melnichenko;NNP;I-per
52319;;is;VBZ;O
52320;;reportedly;RB;O
52321;;paying;VBG;O
52322;;the;DT;O
52323;;singer-actress;JJ;O
52324;;$;$;O
52325;;2;CD;O
52326;;million;CD;O
52327;;to;TO;O
52328;;perform;VB;O
52329;;at;IN;O
52330;;his;PRP$;O
52331;;wife;NN;O
52332;;'s;POS;O
52333;;30th;JJ;B-time
52334;;birthday;NN;O
52335;;party;NN;O
52336;;.;.;O
52337;Sentence: 2378;International;JJ;O
52338;;media;NNS;O
52339;;report;NN;O
52340;;Lopez;NNP;B-per
52341;;will;MD;O
52342;;receive;VB;O
52343;;$;$;O
52344;;42737;CD;O
52345;;million;CD;O
52346;;for;IN;O
52347;;her;PRP$;O
52348;;40;CD;O
52349;;minute;JJ;O
52350;;performance;NN;O
52351;;in;IN;O
52352;;the;DT;O
52353;;UK;NNP;B-org
52354;;,;,;O
52355;;with;IN;O
52356;;an;DT;O
52357;;additional;JJ;O
52358;;$;$;O
